Класс;Остался жив;Имя;Пол;Возрастная группа (лет);Возраст (лет);Братья, Сестры, Супруги на борту;Родители, дети на борту;Стоимость проезда ($);Категория стоимости ($);Порт посадки;Лодка;Пункт следования
3;no;Cacic, Mr. Luka;male;30 - 39;38;0;0;8,6625;10;Southampton;;Croatia
3;no;Calic, Mr. Jovo;male;10 - 19;17;0;0;8,6625;10;Southampton;;
3;no;Calic, Mr. Petar;male;10 - 19;17;0;0;8,6625;10;Southampton;;
3;no;Canavan, Miss. Mary;female;20 - 29;21;0;0;7,75;10;Queenstown;;
3;no;Canavan, Mr. Patrick;male;20 - 29;21;0;0;7,75;10;Queenstown;;Ireland Philadelphia, PA
3;no;Cann, Mr. Ernest Charles;male;20 - 29;21;0;0;8,05;10;Southampton;;
3;no;Caram, Mr. Joseph;male;unknown;;1;0;14,4583;10;Cherbourg;;Ottawa, ON
3;no;Caram, Mrs. Joseph (Maria Elias);female;unknown;;1;0;14,4583;10;Cherbourg;;Ottawa, ON
3;no;Carlsson, Mr. August Sigfrid;male;20 - 29;28;0;0;7,7958;10;Southampton;;Dagsas, Sweden Fower, MN
3;no;Carlsson, Mr. Carl Robert;male;20 - 29;24;0;0;7,8542;10;Southampton;;Goteborg, Sweden Huntley, IL
3;yes;"Carr, Miss. Helen ""Ellen""";female;10 - 19;16;0;0;7,75;10;Queenstown;16;Co Longford, Ireland New York, NY
3;no;Carr, Miss. Jeannie;female;30 - 39;37;0;0;7,75;10;Queenstown;;Co Sligo, Ireland Hartford, CT
3;no;Carver, Mr. Alfred John;male;20 - 29;28;0;0;7,25;10;Southampton;;St Denys, Southampton, Hants
3;no;Celotti, Mr. Francesco;male;20 - 29;24;0;0;8,05;10;Southampton;;London
3;no;Charters, Mr. David;male;20 - 29;21;0;0;7,7333;10;Queenstown;;Ireland New York, NY
3;yes;Chip, Mr. Chang;male;30 - 39;32;0;0;56,4958;60;Southampton;C;Hong Kong New York, NY
3;no;Christmann, Mr. Emil;male;20 - 29;29;0;0;8,05;10;Southampton;;
3;no;Chronopoulos, Mr. Apostolos;male;20 - 29;26;1;0;14,4542;10;Cherbourg;;Greece
3;no;Chronopoulos, Mr. Demetrios;male;10 - 19;18;1;0;14,4542;10;Cherbourg;;Greece
3;no;Coelho, Mr. Domingos Fernandeo;male;20 - 29;20;0;0;7,05;10;Southampton;;Portugal
3;yes;"Cohen, Mr. Gurshon ""Gus""";male;10 - 19;18;0;0;8,05;10;Southampton;12;London Brooklyn, NY
3;no;Colbert, Mr. Patrick;male;20 - 29;24;0;0;7,25;10;Queenstown;;Co Limerick, Ireland Sherbrooke, PQ
3;no;Coleff, Mr. Peju;male;30 - 39;36;0;0;7,4958;10;Southampton;;Bulgaria Chicago, IL
3;no;Coleff, Mr. Satio;male;20 - 29;24;0;0;7,4958;10;Southampton;;
3;no;Conlon, Mr. Thomas Henry;male;30 - 39;31;0;0;7,7333;10;Queenstown;;Philadelphia, PA
3;no;Connaghton, Mr. Michael;male;30 - 39;31;0;0;7,75;10;Queenstown;;Ireland Brooklyn, NY
3;yes;Connolly, Miss. Kate;female;20 - 29;22;0;0;7,75;10;Queenstown;13;Ireland
3;no;Connolly, Miss. Kate;female;30 - 39;30;0;0;7,6292;10;Queenstown;;Ireland
3;no;Connors, Mr. Patrick;male;70 - 79;70,5;0;0;7,75;10;Queenstown;;
3;no;Cook, Mr. Jacob;male;40 - 49;43;0;0;8,05;10;Southampton;;
3;no;Cor, Mr. Bartol;male;30 - 39;35;0;0;7,8958;10;Southampton;;Austria
3;no;Cor, Mr. Ivan;male;20 - 29;27;0;0;7,8958;10;Southampton;;Austria
3;no;Cor, Mr. Liudevit;male;10 - 19;19;0;0;7,8958;10;Southampton;;Austria
3;no;Corn, Mr. Harry;male;30 - 39;30;0;0;8,05;10;Southampton;;London
3;yes;"Coutts, Master. Eden Leslie ""Neville""";male;0 - 9;9;1;1;15,9;20;Southampton;2;England Brooklyn, NY
3;yes;"Coutts, Master. William Loch ""William""";male;0 - 9;3;1;1;15,9;20;Southampton;2;England Brooklyn, NY
3;yes;"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)";female;30 - 39;36;0;2;15,9;20;Southampton;2;England Brooklyn, NY
3;no;Coxon, Mr. Daniel;male;50 - 59;59;0;0;7,25;10;Southampton;;Merrill, WI
3;no;Crease, Mr. Ernest James;male;10 - 19;19;0;0;8,1583;10;Southampton;;Bristol, England Cleveland, OH
3;yes;Cribb, Miss. Laura Alice;female;10 - 19;17;0;1;16,1;20;Southampton;12;Bournemouth, England Newark, NJ
3;no;Cribb, Mr. John Hatfield;male;40 - 49;44;0;1;16,1;20;Southampton;;Bournemouth, England Newark, NJ
3;no;Culumovic, Mr. Jeso;male;10 - 19;17;0;0;8,6625;10;Southampton;;Austria-Hungary
3;no;Daher, Mr. Shedid;male;20 - 29;22,5;0;0;7,225;10;Cherbourg;;
3;yes;Dahl, Mr. Karl Edwart;male;40 - 49;45;0;0;8,05;10;Southampton;15;Australia Fingal, ND
3;no;Dahlberg, Miss. Gerda Ulrika;female;20 - 29;22;0;0;10,5167;10;Southampton;;Norrlot, Sweden Chicago, IL
3;no;Dakic, Mr. Branko;male;10 - 19;19;0;0;10,1708;10;Southampton;;Austria
3;yes;"Daly, Miss. Margaret Marcella ""Maggie""";female;30 - 39;30;0;0;6,95;10;Queenstown;15;Co Athlone, Ireland New York, NY
3;yes;Daly, Mr. Eugene Patrick;male;20 - 29;29;0;0;7,75;10;Queenstown;13 15 B;Co Athlone, Ireland New York, NY
3;no;Danbom, Master. Gilbert Sigvard Emanuel;male;0 - 9;0,3333;0;2;14,4;10;Southampton;;Stanton, IA
3;no;Danbom, Mr. Ernst Gilbert;male;30 - 39;34;1;1;14,4;10;Southampton;;Stanton, IA
3;no;Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren);female;20 - 29;28;1;1;14,4;10;Southampton;;Stanton, IA
3;no;Danoff, Mr. Yoto;male;20 - 29;27;0;0;7,8958;10;Southampton;;Bulgaria Chicago, IL
3;no;Dantcheff, Mr. Ristiu;male;20 - 29;25;0;0;7,8958;10;Southampton;;Bulgaria Chicago, IL
3;no;Davies, Mr. Alfred J;male;20 - 29;24;2;0;24,15;20;Southampton;;West Bromwich, England Pontiac, MI
3;no;Davies, Mr. Evan;male;20 - 29;22;0;0;8,05;10;Southampton;;
3;no;Davies, Mr. John Samuel;male;20 - 29;21;2;0;24,15;20;Southampton;;West Bromwich, England Pontiac, MI
3;no;Davies, Mr. Joseph;male;10 - 19;17;2;0;8,05;10;Southampton;;West Bromwich, England Pontiac, MI
3;no;Davison, Mr. Thomas Henry;male;unknown;;1;0;16,1;20;Southampton;;Liverpool, England Bedford, OH
3;yes;Davison, Mrs. Thomas Henry (Mary E Finck);female;unknown;;1;0;16,1;20;Southampton;16;Liverpool, England Bedford, OH
3;yes;de Messemaeker, Mr. Guillaume Joseph;male;30 - 39;36,5;1;0;17,4;20;Southampton;15;Tampico, MT
3;yes;de Messemaeker, Mrs. Guillaume Joseph (Emma);female;30 - 39;36;1;0;17,4;20;Southampton;13;Tampico, MT
3;yes;de Mulder, Mr. Theodore;male;30 - 39;30;0;0;9,5;10;Southampton;11;Belgium Detroit, MI
3;no;de Pelsmaeker, Mr. Alfons;male;10 - 19;16;0;0;9,5;10;Southampton;;
3;yes;Dean, Master. Bertram Vere;male;0 - 9;1;1;2;20,575;20;Southampton;10;Devon, England Wichita, KS
3;yes;"Dean, Miss. Elizabeth Gladys ""Millvina""";female;0 - 9;0,1667;1;2;20,575;20;Southampton;10;Devon, England Wichita, KS
3;no;Dean, Mr. Bertram Frank;male;20 - 29;26;1;2;20,575;20;Southampton;;Devon, England Wichita, KS
3;yes;Dean, Mrs. Bertram (Eva Georgetta Light);female;30 - 39;33;1;2;20,575;20;Southampton;10;Devon, England Wichita, KS
3;no;Delalic, Mr. Redjo;male;20 - 29;25;0;0;7,8958;10;Southampton;;
3;no;Demetri, Mr. Marinko;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Denkoff, Mr. Mitto;male;unknown;;0;0;7,8958;10;Southampton;;Bulgaria Coon Rapids, IA
3;no;Dennis, Mr. Samuel;male;20 - 29;22;0;0;7,25;10;Southampton;;
3;no;Dennis, Mr. William;male;30 - 39;36;0;0;7,25;10;Southampton;;
3;yes;Devaney, Miss. Margaret Delia;female;10 - 19;19;0;0;7,8792;10;Queenstown;C;Kilmacowen, Co Sligo, Ireland New York, NY
3;no;Dika, Mr. Mirko;male;10 - 19;17;0;0;7,8958;10;Southampton;;
3;no;Dimic, Mr. Jovan;male;40 - 49;42;0;0;8,6625;10;Southampton;;
3;no;Dintcheff, Mr. Valtcho;male;40 - 49;43;0;0;7,8958;10;Southampton;;
3;no;Doharr, Mr. Tannous;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Dooley, Mr. Patrick;male;30 - 39;32;0;0;7,75;10;Queenstown;;Ireland New York, NY
3;yes;Dorking, Mr. Edward Arthur;male;10 - 19;19;0;0;8,05;10;Southampton;B;England Oglesby, IL
3;yes;Dowdell, Miss. Elizabeth;female;30 - 39;30;0;0;12,475;10;Southampton;13;Union Hill, NJ
3;no;Doyle, Miss. Elizabeth;female;20 - 29;24;0;0;7,75;10;Queenstown;;Ireland New York, NY
3;yes;Drapkin, Miss. Jennie;female;20 - 29;23;0;0;8,05;10;Southampton;;London New York, NY
3;no;Drazenoic, Mr. Jozef;male;30 - 39;33;0;0;7,8958;10;Cherbourg;;Austria Niagara Falls, NY
3;no;Duane, Mr. Frank;male;60 - 69;65;0;0;7,75;10;Queenstown;;
3;yes;Duquemin, Mr. Joseph;male;20 - 29;24;0;0;7,55;10;Southampton;D;England Albion, NY
3;no;Dyker, Mr. Adolf Fredrik;male;20 - 29;23;1;0;13,9;10;Southampton;;West Haven, CT
3;yes;Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson);female;20 - 29;22;1;0;13,9;10;Southampton;16;West Haven, CT
3;no;Edvardsson, Mr. Gustaf Hjalmar;male;10 - 19;18;0;0;7,775;10;Southampton;;Tofta, Sweden Joliet, IL
3;no;Eklund, Mr. Hans Linus;male;10 - 19;16;0;0;7,775;10;Southampton;;Karberg, Sweden Jerome Junction, AZ
3;no;Ekstrom, Mr. Johan;male;40 - 49;45;0;0;6,975;10;Southampton;;Effington Rut, SD
3;no;Elias, Mr. Dibo;male;unknown;;0;0;7,225;10;Cherbourg;;
3;no;Elias, Mr. Joseph;male;30 - 39;39;0;2;7,2292;10;Cherbourg;;Syria Ottawa, ON
3;no;Elias, Mr. Joseph Jr;male;10 - 19;17;1;1;7,2292;10;Cherbourg;;
3;no;Elias, Mr. Tannous;male;10 - 19;15;1;1;7,2292;10;Cherbourg;;Syria
3;no;Elsbury, Mr. William James;male;40 - 49;47;0;0;7,25;10;Southampton;;Illinois, USA
3;yes;Emanuel, Miss. Virginia Ethel;female;0 - 9;5;0;0;12,475;10;Southampton;13;New York, NY
3;no;Emir, Mr. Farred Chehab;male;unknown;;0;0;7,225;10;Cherbourg;;
3;no;Everett, Mr. Thomas James;male;40 - 49;40,5;0;0;15,1;20;Southampton;;
3;no;Farrell, Mr. James;male;40 - 49;40,5;0;0;7,75;10;Queenstown;;Aughnacliff, Co Longford, Ireland New York, NY
3;yes;Finoli, Mr. Luigi;male;unknown;;0;0;7,05;10;Southampton;15;Italy Philadelphia, PA
3;no;Fischer, Mr. Eberhard Thelander;male;10 - 19;18;0;0;7,7958;10;Southampton;;
3;no;Fleming, Miss. Honora;female;unknown;;0;0;7,75;10;Queenstown;;
3;no;Flynn, Mr. James;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;Flynn, Mr. John;male;unknown;;0;0;6,95;10;Queenstown;;
3;no;Foley, Mr. Joseph;male;20 - 29;26;0;0;7,8792;10;Queenstown;;Ireland Chicago, IL
3;no;Foley, Mr. William;male;unknown;;0;0;7,75;10;Queenstown;;Ireland
3;yes;Foo, Mr. Choong;male;unknown;;0;0;56,4958;60;Southampton;13;Hong Kong New York, NY
3;no;"Ford, Miss. Doolina Margaret ""Daisy""";female;20 - 29;21;2;2;34,375;30;Southampton;;Rotherfield, Sussex, England Essex Co, MA
3;no;"Ford, Miss. Robina Maggie ""Ruby""";female;0 - 9;9;2;2;34,375;30;Southampton;;Rotherfield, Sussex, England Essex Co, MA
3;no;Ford, Mr. Arthur;male;unknown;;0;0;8,05;10;Southampton;;Bridgwater, Somerset, England
3;no;Ford, Mr. Edward Watson;male;10 - 19;18;2;2;34,375;30;Southampton;;Rotherfield, Sussex, England Essex Co, MA
3;no;Ford, Mr. William Neal;male;10 - 19;16;1;3;34,375;30;Southampton;;Rotherfield, Sussex, England Essex Co, MA
3;no;Ford, Mrs. Edward (Margaret Ann Watson);female;40 - 49;48;1;3;34,375;30;Southampton;;Rotherfield, Sussex, England Essex Co, MA
3;no;Fox, Mr. Patrick;male;unknown;;0;0;7,75;10;Queenstown;;Ireland New York, NY
3;no;Franklin, Mr. Charles (Charles Fardon);male;unknown;;0;0;7,25;10;Southampton;;
3;no;Gallagher, Mr. Martin;male;20 - 29;25;0;0;7,7417;10;Queenstown;;New York, NY
3;no;Garfirth, Mr. John;male;unknown;;0;0;14,5;10;Southampton;;
3;no;Gheorgheff, Mr. Stanio;male;unknown;;0;0;7,8958;10;Cherbourg;;
3;no;Gilinski, Mr. Eliezer;male;20 - 29;22;0;0;8,05;10;Southampton;;
3;yes;"Gilnagh, Miss. Katherine ""Katie""";female;10 - 19;16;0;0;7,7333;10;Queenstown;16;Co Longford, Ireland New York, NY
3;yes;Glynn, Miss. Mary Agatha;female;unknown;;0;0;7,75;10;Queenstown;13;Co Clare, Ireland Washington, DC
3;yes;"Goldsmith, Master. Frank John William ""Frankie""";male;0 - 9;9;0;2;20,525;20;Southampton;C D;Strood, Kent, England Detroit, MI
3;no;Goldsmith, Mr. Frank John;male;30 - 39;33;1;1;20,525;20;Southampton;;Strood, Kent, England Detroit, MI
3;no;Goldsmith, Mr. Nathan;male;40 - 49;41;0;0;7,85;10;Southampton;;Philadelphia, PA
3;yes;Goldsmith, Mrs. Frank John (Emily Alice Brown);female;30 - 39;31;1;1;20,525;20;Southampton;C D;Strood, Kent, England Detroit, MI
3;no;Goncalves, Mr. Manuel Estanslas;male;30 - 39;38;0;0;7,05;10;Southampton;;Portugal
3;no;Goodwin, Master. Harold Victor;male;0 - 9;9;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Master. Sidney Leonard;male;0 - 9;1;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Master. William Frederick;male;10 - 19;11;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Miss. Jessie Allis;female;10 - 19;10;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Miss. Lillian Amy;female;10 - 19;16;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Mr. Charles Edward;male;10 - 19;14;5;2;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Mr. Charles Frederick;male;40 - 49;40;1;6;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Goodwin, Mrs. Frederick (Augusta Tyler);female;40 - 49;43;1;6;46,9;50;Southampton;;Wiltshire, England Niagara Falls, NY
3;no;Green, Mr. George Henry;male;50 - 59;51;0;0;8,05;10;Southampton;;Dorking, Surrey, England
3;no;Gronnestad, Mr. Daniel Danielsen;male;30 - 39;32;0;0;8,3625;10;Southampton;;Foresvik, Norway Portland, ND
3;no;Guest, Mr. Robert;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Gustafsson, Mr. Alfred Ossian;male;20 - 29;20;0;0;9,8458;10;Southampton;;Waukegan, Chicago, IL
3;no;Gustafsson, Mr. Anders Vilhelm;male;30 - 39;37;2;0;7,925;10;Southampton;;Ruotsinphytaa, Finland New York, NY
3;no;Gustafsson, Mr. Johan Birger;male;20 - 29;28;2;0;7,925;10;Southampton;;Ruotsinphytaa, Finland New York, NY
3;no;Gustafsson, Mr. Karl Gideon;male;10 - 19;19;0;0;7,775;10;Southampton;;Myren, Sweden New York, NY
3;no;Haas, Miss. Aloisia;female;20 - 29;24;0;0;8,85;10;Southampton;;
3;no;Hagardon, Miss. Kate;female;10 - 19;17;0;0;7,7333;10;Queenstown;;
3;no;Hagland, Mr. Ingvald Olai Olsen;male;unknown;;1;0;19,9667;20;Southampton;;
3;no;Hagland, Mr. Konrad Mathias Reiersen;male;unknown;;1;0;19,9667;20;Southampton;;
3;no;Hakkarainen, Mr. Pekka Pietari;male;20 - 29;28;1;0;15,85;20;Southampton;;
3;yes;Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck);female;20 - 29;24;1;0;15,85;20;Southampton;15;
3;no;Hampe, Mr. Leon;male;20 - 29;20;0;0;9,5;10;Southampton;;
3;no;Hanna, Mr. Mansour;male;20 - 29;23,5;0;0;7,2292;10;Cherbourg;;
3;no;Hansen, Mr. Claus Peter;male;40 - 49;41;2;0;14,1083;10;Southampton;;
3;no;Hansen, Mr. Henrik Juul;male;20 - 29;26;1;0;7,8542;10;Southampton;;
3;no;Hansen, Mr. Henry Damsgaard;male;20 - 29;21;0;0;7,8542;10;Southampton;;
3;yes;Hansen, Mrs. Claus Peter (Jennie L Howard);female;40 - 49;45;1;0;14,1083;10;Southampton;11;
3;no;Harknett, Miss. Alice Phoebe;female;unknown;;0;0;7,55;10;Southampton;;
3;no;Harmer, Mr. Abraham (David Lishin);male;20 - 29;25;0;0;7,25;10;Southampton;B;
3;no;Hart, Mr. Henry;male;unknown;;0;0;6,8583;10;Queenstown;;
3;no;Hassan, Mr. Houssein G N;male;10 - 19;11;0;0;18,7875;20;Cherbourg;;
3;yes;"Healy, Miss. Hanora ""Nora""";female;unknown;;0;0;7,75;10;Queenstown;16;
3;yes;Hedman, Mr. Oskar Arvid;male;20 - 29;27;0;0;6,975;10;Southampton;15;
3;yes;Hee, Mr. Ling;male;unknown;;0;0;56,4958;60;Southampton;C;
3;no;"Hegarty, Miss. Hanora ""Nora""";female;10 - 19;18;0;0;6,75;10;Queenstown;;
3;yes;Heikkinen, Miss. Laina;female;20 - 29;26;0;0;7,925;10;Southampton;;
3;no;Heininen, Miss. Wendla Maria;female;20 - 29;23;0;0;7,925;10;Southampton;;
3;yes;Hellstrom, Miss. Hilda Maria;female;20 - 29;22;0;0;8,9625;10;Southampton;C;
3;no;Hendekovic, Mr. Ignjac;male;20 - 29;28;0;0;7,8958;10;Southampton;;
3;no;Henriksson, Miss. Jenny Lovisa;female;20 - 29;28;0;0;7,775;10;Southampton;;
3;no;Henry, Miss. Delia;female;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Hirvonen, Miss. Hildur E;female;0 - 9;2;0;1;12,2875;10;Southampton;15;
3;yes;Hirvonen, Mrs. Alexander (Helga E Lindqvist);female;20 - 29;22;1;1;12,2875;10;Southampton;15;
3;no;Holm, Mr. John Fredrik Alexander;male;40 - 49;43;0;0;6,45;10;Southampton;;
3;no;Holthen, Mr. Johan Martin;male;20 - 29;28;0;0;22,525;20;Southampton;;
3;yes;Honkanen, Miss. Eliina;female;20 - 29;27;0;0;7,925;10;Southampton;;
3;no;Horgan, Mr. John;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Howard, Miss. May Elizabeth;female;unknown;;0;0;8,05;10;Southampton;C;
3;no;Humblen, Mr. Adolf Mathias Nicolai Olsen;male;40 - 49;42;0;0;7,65;10;Southampton;;
3;yes;Hyman, Mr. Abraham;male;unknown;;0;0;7,8875;10;Southampton;C;
3;no;Ibrahim Shawah, Mr. Yousseff;male;30 - 39;30;0;0;7,2292;10;Cherbourg;;
3;no;Ilieff, Mr. Ylio;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Ilmakangas, Miss. Ida Livija;female;20 - 29;27;1;0;7,925;10;Southampton;;
3;no;Ilmakangas, Miss. Pieta Sofia;female;20 - 29;25;1;0;7,925;10;Southampton;;
3;no;Ivanoff, Mr. Kanio;male;unknown;;0;0;7,8958;10;Southampton;;
3;yes;Jalsevac, Mr. Ivan;male;20 - 29;29;0;0;7,8958;10;Cherbourg;15;
3;yes;Jansson, Mr. Carl Olof;male;20 - 29;21;0;0;7,7958;10;Southampton;A;
3;no;Jardin, Mr. Jose Neto;male;unknown;;0;0;7,05;10;Southampton;;
3;no;Jensen, Mr. Hans Peder;male;20 - 29;20;0;0;7,8542;10;Southampton;;
3;no;Jensen, Mr. Niels Peder;male;40 - 49;48;0;0;7,8542;10;Southampton;;
3;no;Jensen, Mr. Svend Lauritz;male;10 - 19;17;1;0;7,0542;10;Southampton;;
3;yes;Jermyn, Miss. Annie;female;unknown;;0;0;7,75;10;Queenstown;D;
3;yes;Johannesen-Bratthammer, Mr. Bernt;male;unknown;;0;0;8,1125;10;Southampton;13;
3;no;Johanson, Mr. Jakob Alfred;male;30 - 39;34;0;0;6,4958;10;Southampton;;
3;yes;Johansson Palmquist, Mr. Oskar Leander;male;20 - 29;26;0;0;7,775;10;Southampton;15;
3;no;Johansson, Mr. Erik;male;20 - 29;22;0;0;7,7958;10;Southampton;;
3;no;Johansson, Mr. Gustaf Joel;male;30 - 39;33;0;0;8,6542;10;Southampton;;
3;no;Johansson, Mr. Karl Johan;male;30 - 39;31;0;0;7,775;10;Southampton;;
3;no;Johansson, Mr. Nils;male;20 - 29;29;0;0;7,8542;10;Southampton;;
3;yes;Johnson, Master. Harold Theodor;male;0 - 9;4;1;1;11,1333;10;Southampton;15;
3;yes;Johnson, Miss. Eleanor Ileen;female;0 - 9;1;1;1;11,1333;10;Southampton;15;
3;no;Johnson, Mr. Alfred;male;40 - 49;49;0;0;0;0;Southampton;;
3;no;Johnson, Mr. Malkolm Joackim;male;30 - 39;33;0;0;7,775;10;Southampton;;
3;no;Johnson, Mr. William Cahoone Jr;male;10 - 19;19;0;0;0;0;Southampton;;
3;yes;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);female;20 - 29;27;0;2;11,1333;10;Southampton;15;
3;no;"Johnston, Master. William Arthur ""Willie""";male;unknown;;1;2;23,45;20;Southampton;;
3;no;"Johnston, Miss. Catherine Helen ""Carrie""";female;unknown;;1;2;23,45;20;Southampton;;
3;no;Johnston, Mr. Andrew G;male;unknown;;1;2;23,45;20;Southampton;;
3;no;"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)";female;unknown;;1;2;23,45;20;Southampton;;
3;no;Jonkoff, Mr. Lalio;male;20 - 29;23;0;0;7,8958;10;Southampton;;
3;yes;Jonsson, Mr. Carl;male;30 - 39;32;0;0;7,8542;10;Southampton;15;
3;no;Jonsson, Mr. Nils Hilding;male;20 - 29;27;0;0;7,8542;10;Southampton;;
3;no;Jussila, Miss. Katriina;female;20 - 29;20;1;0;9,825;10;Southampton;;
3;no;Jussila, Miss. Mari Aina;female;20 - 29;21;1;0;9,825;10;Southampton;;
3;yes;Jussila, Mr. Eiriik;male;30 - 39;32;0;0;7,925;10;Southampton;15;
3;no;Kallio, Mr. Nikolai Erland;male;10 - 19;17;0;0;7,125;10;Southampton;;
3;no;Kalvik, Mr. Johannes Halvorsen;male;20 - 29;21;0;0;8,4333;10;Southampton;;
3;no;Karaic, Mr. Milan;male;30 - 39;30;0;0;7,8958;10;Southampton;;
3;yes;Karlsson, Mr. Einar Gervasius;male;20 - 29;21;0;0;7,7958;10;Southampton;13;
3;no;Karlsson, Mr. Julius Konrad Eugen;male;30 - 39;33;0;0;7,8542;10;Southampton;;
3;no;Karlsson, Mr. Nils August;male;20 - 29;22;0;0;7,5208;10;Southampton;;
3;yes;Karun, Miss. Manca;female;0 - 9;4;0;1;13,4167;10;Cherbourg;15;
3;yes;Karun, Mr. Franz;male;30 - 39;39;0;1;13,4167;10;Cherbourg;15;
3;no;Kassem, Mr. Fared;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")";male;10 - 19;18,5;0;0;7,2292;10;Cherbourg;;
3;no;"Keane, Mr. Andrew ""Andy""";male;unknown;;0;0;7,75;10;Queenstown;;
3;no;Keefe, Mr. Arthur;male;unknown;;0;0;7,25;10;Southampton;A;
3;yes;"Kelly, Miss. Anna Katherine ""Annie Kate""";female;unknown;;0;0;7,75;10;Queenstown;16;
3;yes;Kelly, Miss. Mary;female;unknown;;0;0;7,75;10;Queenstown;D;
3;no;Kelly, Mr. James;male;30 - 39;34,5;0;0;7,8292;10;Queenstown;;
3;no;Kelly, Mr. James;male;40 - 49;44;0;0;8,05;10;Southampton;;
3;yes;Kennedy, Mr. John;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;Khalil, Mr. Betros;male;unknown;;1;0;14,4542;10;Cherbourg;;
3;no;"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)";female;unknown;;1;0;14,4542;10;Cherbourg;;
3;no;Kiernan, Mr. John;male;unknown;;1;0;7,75;10;Queenstown;;
3;no;Kiernan, Mr. Philip;male;unknown;;1;0;7,75;10;Queenstown;;
3;no;Kilgannon, Mr. Thomas J;male;unknown;;0;0;7,7375;10;Queenstown;;
3;no;Kink, Miss. Maria;female;20 - 29;22;2;0;8,6625;10;Southampton;;
3;no;Kink, Mr. Vincenz;male;20 - 29;26;2;0;8,6625;10;Southampton;;
3;yes;Kink-Heilmann, Miss. Luise Gretchen;female;0 - 9;4;0;2;22,025;20;Southampton;2;
3;yes;Kink-Heilmann, Mr. Anton;male;20 - 29;29;3;1;22,025;20;Southampton;2;
3;yes;Kink-Heilmann, Mrs. Anton (Luise Heilmann);female;20 - 29;26;1;1;22,025;20;Southampton;2;
3;no;Klasen, Miss. Gertrud Emilia;female;0 - 9;1;1;1;12,1833;10;Southampton;;
3;no;Klasen, Mr. Klas Albin;male;10 - 19;18;1;1;7,8542;10;Southampton;;
3;no;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);female;30 - 39;36;0;2;12,1833;10;Southampton;;
3;no;Kraeff, Mr. Theodor;male;unknown;;0;0;7,8958;10;Cherbourg;;
3;yes;Krekorian, Mr. Neshan;male;20 - 29;25;0;0;7,2292;10;Cherbourg;10;
3;no;Lahoud, Mr. Sarkis;male;unknown;;0;0;7,225;10;Cherbourg;;
3;no;Laitinen, Miss. Kristina Sofia;female;30 - 39;37;0;0;9,5875;10;Southampton;;
3;no;Laleff, Mr. Kristo;male;unknown;;0;0;7,8958;10;Southampton;;
3;yes;Lam, Mr. Ali;male;unknown;;0;0;56,4958;60;Southampton;C;
3;no;Lam, Mr. Len;male;unknown;;0;0;56,4958;60;Southampton;;
3;yes;Landergren, Miss. Aurora Adelia;female;20 - 29;22;0;0;7,25;10;Southampton;13;
3;no;Lane, Mr. Patrick;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Lang, Mr. Fang;male;20 - 29;26;0;0;56,4958;60;Southampton;14;
3;no;Larsson, Mr. August Viktor;male;20 - 29;29;0;0;9,4833;10;Southampton;;
3;no;Larsson, Mr. Bengt Edvin;male;20 - 29;29;0;0;7,775;10;Southampton;;
3;no;Larsson-Rondberg, Mr. Edvard A;male;20 - 29;22;0;0;7,775;10;Southampton;;
3;yes;"Leeni, Mr. Fahim (""Philip Zenni"")";male;20 - 29;22;0;0;7,225;10;Cherbourg;6;
3;no;Lefebre, Master. Henry Forbes;male;unknown;;3;1;25,4667;30;Southampton;;
3;no;Lefebre, Miss. Ida;female;unknown;;3;1;25,4667;30;Southampton;;
3;no;Lefebre, Miss. Jeannie;female;unknown;;3;1;25,4667;30;Southampton;;
